delta_zcdp,epsilon,delta_fdp_first_term,delta_fdp_second_term,delta_fdp
5e-1,8.6713966458383198610191205895232251030349356444878,0.11951594639616181888252315974174780097348738518876,0.043946738018414640126787754256696165864839330811333,0.075569208377747178755735405485051635108648054377427
1e-1,11.722640147935651532147265159134133779078549105053,0.015937847744699650616010033944560234638129847176986,0.0072885654799306713801737181472900494779907649264827,0.0086492822647689792358363157972701851601390822505033
5e-2,12.673340690670768485878004085313284122055101191436,0.007187630107299911233485990090484371667525620428244,0.0034589753736387413972716593308832278971198297180502,0.0037286547336611698362143307596011437704057907101938
1e-2,14.522906144822171446983689015849892625334233685326,0.001203259596539884778081552699495922289923942255877,0.00062931453998832002089146659397381575327464392047841,0.00057394505655156475719008610552210653664929833539859
5e-3,15.217210567773134694022770052245397621018937758513,0.00056646871423890528887856671737478509658899393420633,0.00030431131517991584844949241459753665239706359373828,0.00026215739905898944042907430277724844419193034046805
1e-3,16.671625817753005514738379466518576477673896369144,0.0001008323020264339976176089158739411430533669385643,0.000056932943494065267679317982842095246416738219223387,0.000043899358532368729938290933031845896636628719340913
5e-4,17.245065819464075069415781819490493336700202445963,0.000048305515148378846517240536575059659577487543445405,0.000027758672711246716595902775664900573824327228580271,0.000020546842437132129921337760910159085753160314865134
1e-4,18.483080295871303064294530318268267558157098210106,0.0000088562578468333813240820436884132311512172916350438,0.0000052685555884606441184885059911202088337386765271131,0.0000035877022583727372055935376972930223174786151079307
5e-5,18.982625946909712141796808713532594953181983398303,0.0000042834769335630170249955145352453693286975911014688,0.000002581095985324962839245861080868154479381527067471,0.0000017023809482380541857496534543772148493160640339978
1e-5,20.079003728602851376794634074850503858829093290368,0.00000079918861939514547537264101344455840261930905597706,0.00000049429558247893213501629643638119203942435882811591,0.00000030489303691621334035634457706336636319495022786115
5e-6,20.527414252511891213316665506019508421171241588988,0.00000038888426905366837735177201113985731636593391901501,0.00000024292463761050610411088178510748471159165213158951,0.0000001459596314431622732408902260323726047742817874255
1e-6,21.521828799067969562118118613180983807576065871147,0.000000073402757885803943433364058701763525077242487876093,0.000000046809848079374824324359348805498977218586497578179,0.000000026592909806429119109004709896264547858655990297914
5e-7,21.932157151401989509243193199895768006006022537999,0.000000035867111215897876329830216564144228748102603839179,0.000000023057054956081928531532356611167710713812693121001,0.000000012810056259815947798297859952976518034289910718178
1e-7,22.848643384774444806023779734079408980163099544135,0.0000000068261907802448175120508717616281274864263582614506,0.000000004463169014269025046869001236698263177181937187399,0.0000000023630217659757924651818705249298643092444210740516
5e-8,23.229191999621605469252182735167132394479132690962,0.0000000033457367777362391685207459868747765381629998311899,0.0000000022021779403020182347758637585366985622468304487348,0.0000000011435588374342209337448822283380779759161693824551
1e-8,24.083612289644342893967378031699785250668467370652,0.00000000064071341144530684931232115067131240688176798502021,0.00000000042777202054399836257339693701199827770966456152232,0.00000000021294139090130848673892421365931412917210342349789
5e-9,24.440047614869050367248036389671519852744614253077,0.00000000031476915045705686864656571630360898026198671106723,0.00000000021134966694418306201227315593718993258304801627822,0.00000000010341948351287380663429256036641904767893869478901
1e-9,25.243520443806954596441795477402401337235647315159,0.000000000060569618547281508593329156244209548050141018429995,0.000000000041169040487587386010281798965776965986610922301809,0.000000000019400578059694122583047357278432582063530096128186
