delta_zcdp,epsilon,delta_fdp_first_term,delta_fdp_second_term,delta_fdp
5e-1,8.6713966458383198610191205895232251030349356444878,0.11951320253361457545303223962947351635481958571696,0.04394560045760851039947017009371087790700624148113,0.07556760207600606505356206953576263844781334423583
1e-1,11.722640147935651532147265159134133779078549105053,0.01593783432856519283555549822292887873580373533909,0.0072884916036338440568304638713738793706267883554374,0.0086493427249313487787250343515549993651769469836526
5e-2,12.673340690670768485878004085313284122055101191436,0.0071877082472993772658316037932550417384197838516364,0.0034589954173582434046179374232511468109478011392216,0.0037287128299411338612136663700038949274719827124148
1e-2,14.522906144822171446983689015849892625334233685326,0.0012032854084583396149214840835260058523289894192573,0.00062933137097750019839202518818600255958312681928652,0.00057395403748083941652945889534000329274586259997078
5e-3,15.217210567773134694022770052245397621018937758513,0.00056647599567895020375841547108914157661593427045875,0.00030431615058241957244291951847734252555339186630279,0.00026215984509653063131549595261179905106254240415596
1e-3,16.671625817753005514738379466518576477673896369144,0.00010083172135504340007015255596082023784271540464912,0.000056932797291139395631263908970923082788313770973131,0.000043898924063904004438888646989897155054401633675989
5e-4,17.245065819464075069415781819490493336700202445963,0.000048304953966357063101748398314132800143022966168392,0.000027758466752812022716291769108752745793360988459541,0.000020546487213545040385456629205380054349661977708851
1e-4,18.483080295871303064294530318268267558157098210106,0.0000088560227946472809225018155800269858243603719815006,0.0000052684182276986059668563094958611652504214011074448,0.0000035876045669486749556455060841658205739389708740558
5e-5,18.982625946909712141796808713532594953181983398303,0.0000042833468806653964245167341984224794729895704538962,0.0000025810133337360602319623561294448100510180069569392,0.000001702333546929336192554378068977669421971563496957
1e-5,20.079003728602851376794634074850503858829093290368,0.00000079916766740091456516798757802109353332771568392984,0.00000049428124053650155920984662766564004228494398257657,0.00000030488642686441300595814095035545349104277170135327
5e-6,20.527414252511891213316665506019508421171241588988,0.00000038887749565818521775502816638521879735456850076391,0.00000024292028822302486604807713200033189471402021136193,0.00000014595720743516035170695103438488690264054828940198
1e-6,21.521828799067969562118118613180983807576065871147,0.000000073402362059002128331449966939913707268460070770091,0.000000046809516838212997665907479777530357528642323898961,0.00000002659284522078913066554248716238334973981774687113
5e-7,21.932157151401989509243193199895768006006022537999,0.000000035867026753159498394119319258694436093568190359284,0.000000023056923481450100405170252703376438909428507325495,0.000000012810103271709397988949066555317997184139683033789
