zeta,trade_off_alpha,trade_off_beta
-6.0,0.9999999999999983065819639963013956,-2.8548597709316792194714484146460591e-28
-5.9866666666666666666666666666666667,0.99999999999999799723834249892202908,-2.4790742360623094475284608613341333e-28
-5.9733333333333333333333333333333333,0.99999999999999763241463109454404102,-2.0055693374454615611897984131693277e-28
-5.96,0.99999999999999720236386781208168884,-1.4092308689665837367216324528984344e-28
-5.9466666666666666666666666666666667,0.9999999999999966956180667820769945,-6.5848066265526033845056733408037625e-29
-5.9333333333333333333333333333333333,0.99999999999999609879752822879140167,2.8619233719397163451482457409233737e-29
-5.92,0.99999999999999539616034155543039038,1.4744252142120849974690298279590754e-28
-5.9066666666666666666666666666666667,0.99999999999999456933202109023550972,2.9683163935282008162332841824614613e-28
-5.8933333333333333333333333333333333,0.99999999999999359682141776509484725,4.8456038671351456985237163815209313e-28
-5.88,0.99999999999999245339791844255251013,7.2037812021260038158654875078810714e-28
-5.8666666666666666666666666666666667,0.99999999999999110969565515635038919,1.0164555365466895807167735649792987e-27
-5.8533333333333333333333333333333333,0.99999999999998953123867631559747306,1.3880488901375876406849938562380845e-27
-5.84,0.99999999999998767788083867964383151,1.854201182168795700513897731981611e-27
-5.8266666666666666666666666666666667,0.99999999999998550277392478878428638,2.4386978914743684101873902990308199e-27
-5.8133333333333333333333333333333333,0.9999999999999829510381415827445673,3.1713033354288619795651384550404176e-27
-5.8,0.99999999999997995895288785210013351,4.0890891172250769862636100007780986e-27
-5.7866666666666666666666666666666667,0.99999999999997645187034697052746037,5.2384233103508351813763323612887783e-27
-5.7733333333333333333333333333333333,0.99999999999997234320115633325485675,6.6770047157803338434279990448043336e-27
-5.76,0.99999999999996753159440474074763713,8.4769378529631531914809712894839588e-27
-5.7466666666666666666666666666666667,0.99999999999996189942276888946276572,1.0727937875852871484035460478666509e-26
-5.7333333333333333333333333333333333,0.99999999999995530986218370665586276,1.3541710509056816453202229952832685e-26
-5.72,0.99999999999994760312076309567035994,1.705760889221921031441413267301952e-26
-5.7066666666666666666666666666666667,0.99999999999993859429298854077089273,2.1448642277393593583046757363708271e-26
-5.6933333333333333333333333333333333,0.99999999999992806741626111365193841,2.6930540559032757393388651176868958e-26
-5.68,0.99999999999991577244323723171453586,3.3771112076242246226347359838732033e-26
-5.6666666666666666666666666666666667,0.99999999999990141918651173606102615,4.2303059856453111225866189498447863e-26
-5.6533333333333333333333333333333333,0.9999999999998846694847374949981769,5.2940516308332716412481812509982754e-26
-5.64,0.99999999999986513298000256498054801,6.6196455755468497447315801891670559e-26
-5.6266666666666666666666666666666667,0.99999999999984235472730113193570417,8.2709115487759345920053079489672201e-26
-5.6133333333333333333333333333333333,0.99999999999981580923894971815227292,1.0326900215202924689525127993606576e-25
-5.6,0.99999999999978488807226699828659747,1.2885596846892613409812167286568998e-25
-5.5866666666666666666666666666666667,0.99999999999974888373895230108572213,1.606869975399699771306897336861833e-25
-5.5733333333333333333333333333333333,0.99999999999970698153813104556288599,2.0026607510102732891136388789401308e-25
-5.56,0.99999999999965823400522158379815012,2.4946033773858966252741041049098226e-25
-5.5466666666666666666666666666666667,0.99999999999960155116465284718534544,3.105751313017125776922128250611861e-25
-5.5333333333333333333333333333333333,0.99999999999953566650368987466166151,3.8646993434991272067562890027415044e-25
-5.52,0.99999999999945912204205467120854337,4.8067513253023455826844648788048674e-25
-5.5066666666666666666666666666666667,0.99999999999937023507533658565729025,5.9755295444419973351237017221407793e-25
-5.4933333333333333333333333333333333,0.9999999999992670549290922919558813,7.4250459741530936969520612790083872e-25
-5.48,0.99999999999914734302230502727410946,9.2218358031914492598106940364443953e-25
-5.4666666666666666666666666666666667,0.99999999999900850376074018487722032,1.1448246125163211672689673446022026e-24
-5.4533333333333333333333333333333333,0.99999999999884755635762956973023484,1.4205712702447980426365714237167842e-24
-5.44,0.99999999999866106851829847914198645,1.7619289907393550406221284498523037e-24
-5.4266666666666666666666666666666667,0.99999999999844506998797512393096413,2.1843475470592864231502063920471818e-24
-5.4133333333333333333333333333333333,0.99999999999819501574563073874782945,2.7068151284570938792617511183250625e-24
-5.4,0.99999999999790564715341941615937029,3.3527808782036478778267011319614243e-24
-5.3866666666666666666666666666666667,0.99999999999757095024067293502803,4.1510378786886816057408615732996028e-24
-5.3733333333333333333333333333333333,0.99999999999718397270656349244250891,5.1371124541073267072435749974696637e-24
-5.36,0.9999999999967367575586341775320183,6.3546262345537948906408456257882796e-24
-5.3466666666666666666666666666666667,0.99999999999622017214614073166935793,7.8571883955550402863229285836778292e-24
-5.3333333333333333333333333333333333,0.99999999999562368443812733971982462,9.7108258096362213489286060283577436e-24
-5.32,0.99999999999493527945126768878753965,1.199642580012454144209435907125664e-23
-5.3066666666666666666666666666666667,0.99999999999414109708113627190000799,1.4813572340703036754333016845182843e-23
-5.2933333333333333333333333333333333,0.99999999999322531283944612380307401,1.828426161905562922700659357197787e-23
-5.28,0.99999999999216980617029202570394447,2.2558084102621858130179594254740593e-23
-5.2666666666666666666666666666666667,0.99999999999095372512537841867752927,2.7818874457058502121253099329389886e-23
-5.2533333333333333333333333333333333,0.99999999998955334092011957080457276,3.4291323048766792815066142520636188e-23
-5.24,0.99999999998794133879985428179461394,4.2251449976383597202476412332546587e-23
-5.2266666666666666666666666666666667,0.99999999998608660884016661772345945,5.2036621503162869594752929911258466e-23
-5.2133333333333333333333333333333333,0.99999999998395360976364933140887122,6.4059580142489583763699171335781545e-23
-5.2,0.99999999998150153127914683627359021,7.882643581848349825165930395763861e-23
-5.1866666666666666666666666666666667,0.99999999997868404889056683734524561,9.6954348631543120119172858940567269e-23
-5.1733333333333333333333333333333333,0.99999999997544795010162505679553994,1.1919980616252193822924974788988133e-22
-5.16,0.99999999997173289315280647226957824,1.4648443041143831042829406957304274e-22
-5.1466666666666666666666666666666667,0.99999999996746962258375742633990401,1.799369147082661763561061431443505e-22
-5.1333333333333333333333333333333333,0.99999999996257953129152402579413632,2.2093237980547543745666431884124856e-22
-5.12,0.99999999995697310704905313405278888,2.7114787378820575657490509937146222e-22
-5.1066666666666666666666666666666667,0.99999999995054787729685329237682376,3.326334745001136118154937577461928e-22
-5.0933333333333333333333333333333333,0.99999999994318793329341155230921934,4.0788099592136038674502280908089754e-22
-5.08,0.99999999993476052432900145824005961,4.9993543506243001908218777113506247e-22
-5.0666666666666666666666666666666667,0.99999999992511534589508553092298349,6.1249808388400885796591573274185304e-22
-5.0533333333333333333333333333333333,0.9999999999140816402075115625520428,7.5007271720404074165956754605072812e-22
-5.04,0.99999999990146434584373319365464881,9.1815277200765471615015266815953766e-22
-5.0266666666666666666666666666666667,0.99999999988704338428573843523697406,1.1233999031718838210910450172098778e-21
-5.0133333333333333333333333333333333,0.99999999987056722759914927991955396,1.3739368420144441919728996395914164e-21
-5.0,0.99999999985175237797639596555194966,1.6796143291040568835819222444930617e-21
-4.9866666666666666666666666666666667,0.99999999983027509694909068885687928,2.0523917916617475057822649422078829e-21
-4.9733333333333333333333333333333333,0.99999999980577011061879587638219135,2.5068245149497539905722126434818987e-21
-4.96,0.99999999977782379358006689292090409,3.0605221199403178637428828121219724e-21
-4.9466666666666666666666666666666667,0.99999999974596506735329429757008428,3.7349095205434089081654729133351726e-21
-4.9333333333333333333333333333333333,0.9999999997096643355929933002575546,4.5558834212330513604439068214717985e-21
-4.92,0.99999999966831809187202292391945627,5.554923722237283264295120218422695e-21
-4.9066666666666666666666666666666667,0.99999999962124710055333842619316827,6.7700842773506137784970464512021782e-21
-4.8933333333333333333333333333333333,0.9999999995676840137081658679008583,8.2474188034783676788755152997858645e-21
-4.88,0.99999999950675676629034737206093006,1.0042804597056174710869888272250798e-20
-4.8666666666666666666666666666666667,0.99999999943748748727633655423855333,1.2223624615997718859724803735459172e-20
-4.8533333333333333333333333333333333,0.99999999935876415217935742356775847,1.4871610213248418935069859847848847e-20
-4.84,0.99999999926933833967576027111697783,1.8085332910603021592031756515278691e-20
-4.8266666666666666666666666666666667,0.99999999916780298551522972514087826,2.1983816629363747154306455090620198e-20
-4.8133333333333333333333333333333333,0.9999999990525624172765227093112894,2.6711156249400813083410554947472267e-20
-4.8,0.99999999892183200086736280216242706,3.2440712518702881698456002115585101e-20
-4.7866666666666666666666666666666667,0.99999999877358647043550281954276304,3.9382302036312733651991893512843595e-20
-4.7733333333333333333333333333333333,0.99999999860556308768953988542262221,4.7788119907893378477981927380826084e-20
-4.76,0.99999999841519613827422490947344327,5.7963128349638027684790420003976774e-20
-4.7466666666666666666666666666666667,0.99999999819961540088472544673412987,7.027393618004494089131307872273001e-20
-4.7333333333333333333333333333333333,0.99999999795559655779545418027735373,8.5161817382536576538257226246530533e-20
-4.72,0.99999999767949396485733764414351869,1.0315935092516541934206225353595366e-19
-4.7066666666666666666666666666666667,0.99999999736724517501690457492746686,1.249051916290665080615112738570362e-19
-4.6933333333333333333333333333333333,0.99999999701425326360941103780102578,1.5116993536426679230205683276723381e-19
-4.68,0.99999999661538883133011324106983039,1.8287780734200719961169202070726471e-19
-4.6666666666666666666666666666666667,0.99999999616490325161547392942751499,2.2113874515791010118360203213791759e-19
-4.6533333333333333333333333333333333,0.9999999956563104732945427958182745,2.6728940148513014154908987732548053e-19
-4.64,0.99999999508240198729023699202932417,3.2292890822875904049609652934322016e-19
-4.6266666666666666666666666666666667,0.99999999443503757965936979444542445,3.8998255740584981776322604732662472e-19
-4.6133333333333333333333333333333333,0.99999999370515743943128993694311246,4.7075412617424639555975682230042747e-19
-4.6,0.99999999288263203839501042848381908,5.6800403934361591567721784620299349e-19
